video_id,source_file,group
7518459843343060238,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7520613613476826390,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7521737810315939085,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7522839955991956759,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7523247946826075422,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7524003882544926007,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7524695285293993238,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7525148037694393614,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7525596263971114270,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7526832928811207991,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7527278440291126550,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7527804631657794846,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7528058390535310605,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7528464534936358199,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7528483160141597982,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7530273378234649878,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7530978492717190455,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7531096947776671006,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7532257687514451213,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7532465100771413270,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7532593973144210743,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7533276670954884407,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7533277722089442590,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7533687190707047701,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7533694357220707605,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7535131930182815031,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7535597272009116958,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7535822781108194582,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7537411459005828407,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7538142607772257550,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7538167343642397973,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7538175287809379604,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7538179148267703572,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7538184429018041621,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7538431890357865750,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7538577100836539703,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7538643019420142903,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7539684741776248119,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7540363753703869751,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7540683047117540663,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7541312762547408183,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7541415269642652941,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7541499742363110663,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7541623233842269470,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7542236120256482574,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7542648831586880823,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7543753322679864589,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7544374389890927886,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7544520710744558903,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7545647280955690253,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7545914679911107854,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7546069423900200247,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7546245126356503821,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7546373233260449038,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7546649356707876109,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7546779048593181965,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7546980162093534478,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7547911100520467725,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7548194770137500941,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7548522029700353293,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7548598130665622804,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7548837577323711758,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7549938079100931341,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7550956666187975991,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7551538774350515511,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7551785289518288183,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7551930941900360981,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552180816277769486,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552317372590214431,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7552319522443709716,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552328634359368981,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552333719219031314,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552941212647361800,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7552987068071267591,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553295954502225166,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7553396193309560071,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553422683011091743,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7553427159684156690,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553438363085245703,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553465778972937479,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553693101458541837,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7553724721108389133,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7553827710083009799,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7554580140345347359,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7554767993666915615,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7554814344748354830,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7554865877619969294,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7555647477790035208,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7555904765448768781,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556001068405050638,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7556023299734605111,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7556096007285591351,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7556358877843868941,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7556493693121744142,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556592560974646541,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556652844523310367,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556665618670406925,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556690079058529567,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7556996890223463735,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7557068031394991415,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7557131004574436622,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7557534743001074974,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7557540715673373966,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558207954617453832,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558248534412152077,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558253309941927223,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558622926065519885,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7558690687093460279,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558847527311740174,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558891371189325087,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7558916935388335374,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7559227794656398605,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7559378658817854775,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7559395696504245517,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7559684939684400414,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7559969376590515470,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7560098104066805006,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7560100504492150030,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7560113050100043026,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
7560114759442484487,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7560117671044451598,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,normal
7560178872621288718,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,top
